Date,Close,new_cases,new_deaths,pneumonia_mean,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index,mask_use_mean,mobility_mean,total_boosters,total_vaccinations,new_vaccinations,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,infection_fatality,infection_detection,infection_hospitalization
2020-10-12,5093.099121,3267.0,91.0,1.0575,1.0,0.0,0.0,0.0,50.46,0.7523,-19.959,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0212,0.0102
2020-10-13,5132.571777,3906.0,92.0,1.0558,0.99,0.0,0.0,0.0,50.46,0.7508,-19.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0215,0.0102
2020-10-14,5176.099121,4127.0,129.0,1.0549,0.99,0.0,0.0,0.0,50.46,0.7496,-19.9104,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.022,0.0102
2020-10-15,5105.149902,4411.0,112.0,1.0541,0.99,0.0,0.0,0.0,50.46,0.7488,-19.8865,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0223,0.0102
2020-10-16,5103.414063,4301.0,79.0,1.0524,0.99,0.0,0.0,0.0,50.46,0.7481,-19.8686,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0227,0.0102
2020-10-19,5126.330078,3373.0,106.0,1.0474,0.98,0.0,0.0,0.0,50.46,0.7468,-19.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0236,0.0104
2020-10-20,5099.839844,3602.0,117.0,1.0457,0.98,0.0,0.0,0.0,50.46,0.7465,-19.9773,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0238,0.0105
2020-10-21,5096.445801,4267.0,123.0,1.0449,0.98,0.0,0.0,0.0,50.46,0.7464,-20.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0238,0.0105
2020-10-22,5091.815918,4432.0,102.0,1.0441,0.98,0.0,0.0,0.0,50.46,0.7463,-20.2174,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0237,0.0104
2020-10-23,5112.187988,4369.0,118.0,1.0424,0.97,0.0,0.0,0.0,50.46,0.7462,-20.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0237,0.0103
2020-10-26,5144.048828,3222.0,112.0,1.0376,0.94,0.0,0.0,0.0,50.46,0.7441,-21.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.024,0.0102
2020-10-27,5128.225098,3520.0,101.0,1.036,0.92,0.0,0.0,0.0,50.46,0.743,-21.3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0236,0.01
2020-11-02,5115.12793,2618.0,101.0,1.0281,0.91,0.0,0.0,0.0,50.46,0.7373,-21.1178,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0225,0.0104
2020-11-03,5159.452148,2973.0,102.0,1.0265,0.95,0.0,0.0,0.0,50.46,0.7363,-20.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0232,0.0106
2020-11-04,5105.199219,3356.0,113.0,1.0258,0.98,0.0,0.0,0.0,50.46,0.7351,-20.4365,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.024,0.0108
2020-11-05,5260.326172,4065.0,89.0,1.025,1.02,0.0,0.0,0.0,50.46,0.734,-20.0558,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0248,0.011
2020-11-06,5335.528809,3778.0,94.0,1.0235,1.04,0.0,0.0,0.0,50.46,0.7332,-19.6782,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.025,0.011
2020-11-09,5356.004883,2853.0,75.0,1.019,1.07,0.0,0.0,0.0,50.46,0.7322,-18.7566,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0247,0.0109
2020-11-10,5462.73877,3779.0,72.0,1.0175,1.09,0.0,0.0,0.0,50.46,0.7319,-18.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0249,0.0111
2020-11-11,5509.513184,3770.0,75.0,1.0168,1.1,0.0,0.0,0.0,50.46,0.7315,-18.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0253,0.0112
2020-11-12,5458.602051,4173.0,97.0,1.0161,1.12,0.0,0.0,0.0,50.46,0.7314,-18.3019,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.025,0.0112
2020-11-13,5461.058105,5444.0,104.0,1.0147,1.15,0.0,0.0,0.0,50.46,0.732,-18.2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0246,0.0111
2020-11-16,5494.87207,3535.0,85.0,1.0104,1.09,0.0,0.0,0.0,50.46,0.736,-18.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.024,0.0107
2020-11-17,5529.939941,3807.0,97.0,1.009,1.08,0.0,0.0,0.0,50.46,0.7376,-18.4431,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0238,0.0106
2020-11-18,5557.518066,4265.0,110.0,1.0083,1.07,0.0,0.0,0.0,50.46,0.7392,-18.5266,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,0.0234,0.0104
2020-11-19,5594.059082,4798.0,97.0,1.0076,1.08,0.0,0.0,0.0,64.35,0.7406,-18.6072,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0236,0.0104
2020-11-20,5571.655762,4792.0,78.0,1.0063,1.08,0.0,0.0,0.0,64.35,0.7419,-18.6812,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0241,0.0104
2020-11-23,5652.76416,4442.0,118.0,1.0023,1.11,0.0,0.0,0.0,64.35,0.7464,-18.8323,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0255,0.0108
2020-11-24,5701.028809,4192.0,109.0,1.001,1.11,0.0,0.0,0.0,64.35,0.7478,-18.8393,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0256,0.0109
2020-11-25,5679.24707,5534.0,114.0,1.0003,1.12,0.0,0.0,0.0,64.35,0.7486,-18.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0257,0.0109
2020-11-26,5759.916016,4917.0,127.0,0.9997,1.12,0.0,0.0,0.0,64.35,0.7492,-18.7709,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.026,0.0109
2020-11-27,5783.334961,5828.0,169.0,0.9985,1.14,0.0,0.0,0.0,64.35,0.7495,-18.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0263,0.0109
2020-11-30,5612.415039,4617.0,130.0,0.9948,1.14,0.0,0.0,0.0,64.35,0.7512,-18.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0263,0.0105
2020-12-01,5724.742188,5092.0,136.0,0.9935,1.14,0.0,0.0,0.0,64.35,0.7517,-18.5388,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0265,0.0104
2020-12-02,5813.986816,5533.0,118.0,0.9929,1.15,0.0,0.0,0.0,64.35,0.7519,-18.5264,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0268,0.0104
2020-12-03,5822.941895,8369.0,156.0,0.9923,1.17,0.0,0.0,0.0,64.35,0.752,-18.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0271,0.0104
2020-12-04,5810.48291,5803.0,124.0,0.9912,1.12,0.0,0.0,0.0,64.35,0.7519,-18.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0275,0.0105
2020-12-07,5930.758789,5754.0,127.0,0.9878,1.08,0.0,0.0,0.0,62.5,0.7521,-18.4287,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0279,0.0108
2020-12-08,5944.40918,5292.0,133.0,0.9867,1.06,0.0,0.0,0.0,62.5,0.7527,-18.3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0279,0.0108
2020-12-10,5933.698242,6033.0,165.0,0.9856,1.04,0.0,0.0,0.0,62.5,0.753,-18.2335,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0275,0.0108
2020-12-11,5938.329102,6310.0,175.0,0.9845,1.05,0.0,0.0,0.0,62.5,0.753,-18.1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0271,0.0107
2020-12-14,6012.516113,5489.0,137.0,0.9815,1.07,0.0,0.0,0.0,62.5,0.7544,-18.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0275,0.0108
2020-12-15,6010.12793,6120.0,155.0,0.9804,1.08,0.0,0.0,0.0,62.5,0.7547,-17.9657,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0277,0.0108
2020-12-16,6118.401855,6725.0,137.0,0.9799,1.09,0.0,0.0,0.0,62.5,0.755,-17.9386,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0279,0.0107
2020-12-17,6113.381836,7354.0,142.0,0.9794,1.09,0.0,0.0,0.0,62.5,0.755,-17.9186,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0284,0.0106
2020-12-18,6104.324219,6689.0,124.0,0.9785,1.09,0.0,0.0,0.0,62.5,0.7549,-17.9038,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0289,0.0105
2020-12-21,6165.624023,6848.0,205.0,0.9758,1.09,0.0,0.0,0.0,68.06,0.7549,-17.8772,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0299,0.0105
2020-12-22,6023.289063,6347.0,172.0,0.9749,1.07,0.0,0.0,0.0,68.06,0.7552,-17.8723,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0301,0.0105
2020-12-23,6008.708984,7514.0,151.0,0.9744,1.06,0.0,0.0,0.0,68.06,0.7555,-17.8695,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.03,0.0105
2020-12-28,6093.554199,5854.0,215.0,0.9708,1.06,0.0,0.0,0.0,68.06,0.7568,-17.8987,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.029,0.011
2020-12-29,6036.173828,7903.0,251.0,0.97,1.08,0.0,0.0,0.0,68.06,0.7575,-17.9078,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0287,0.0111
2020-12-30,5979.073242,8002.0,241.0,0.9696,1.08,0.0,0.0,0.0,68.06,0.7583,-17.9174,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0283,0.0111
2021-01-04,6104.897949,6753.0,177.0,0.9545,1.09,0.0,0.0,0.0,68.06,0.7589,-18.7079,0.0,0.0,0.0,0.0,0.0,0.0,0.0036,0.0269,0.0107
2021-01-05,6137.342773,7445.0,198.0,0.9537,1.11,0.0,0.0,0.0,68.06,0.7588,-19.1771,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0275,0.0107
2021-01-06,6065.682129,8854.0,187.0,0.9528,1.14,0.0,0.0,0.0,68.06,0.7587,-19.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0284,0.0108
2021-01-07,6153.632813,9321.0,224.0,0.952,1.17,0.0,0.0,0.0,68.06,0.7585,-20.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0293,0.0108
2021-01-08,6257.834961,10617.0,233.0,0.9516,1.19,0.0,0.0,0.0,68.06,0.7583,-21.3889,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0299,0.0108
2021-01-11,6382.937012,8692.0,214.0,0.95,1.2,0.0,0.0,0.0,68.06,0.7577,-24.6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0312,0.011
2021-01-12,6395.668945,10047.0,302.0,0.9494,1.2,0.0,0.0,0.0,68.06,0.7578,-25.9008,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0314,0.011
2021-01-13,6435.205078,11278.0,306.0,0.9488,1.2,0.0,0.0,0.0,68.06,0.7578,-27.1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0318,0.0111
2021-01-14,6428.314941,11557.0,295.0,0.9481,1.21,0.0,0.0,0.0,68.06,0.758,-28.2326,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0321,0.011
2021-01-15,6373.412109,12818.0,238.0,0.9478,1.21,0.0,0.0,0.0,68.06,0.7585,-29.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0319,0.0108
2021-01-18,6389.833984,9086.0,295.0,0.9467,1.12,0.0,0.0,0.0,68.06,0.7609,-31.2583,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0325,0.0102
2021-01-19,6321.855957,10365.0,308.0,0.9463,1.1,0.0,0.0,0.0,68.06,0.7617,-31.5359,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0331,0.0101
2021-01-20,6429.757813,12568.0,267.0,0.9459,1.1,0.0,0.0,0.0,68.06,0.7627,-31.6248,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0337,0.01
2021-01-21,6413.89209,11703.0,346.0,0.9454,1.09,0.0,0.0,0.0,64.35,0.7637,-31.5459,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0342,0.01
2021-01-22,6307.126953,13632.0,250.0,0.9452,1.09,0.0,0.0,0.0,64.35,0.7647,-31.3275,0.0,132000.0,0.0,132000.0,0.0,0.0,0.0038,0.0352,0.0101
2021-01-25,6258.571777,9994.0,297.0,0.9447,1.08,0.0,0.0,0.0,64.35,0.7683,-30.1836,0.0,161959.0,12717.0,161959.0,2734.0,0.0,0.004,0.038,0.0104
2021-01-26,6140.170898,13094.0,336.0,0.9444,1.08,0.0,0.0,0.0,64.35,0.7697,-29.7428,0.0,245685.0,83726.0,245685.0,3645.33333333333,0.0,0.004,0.0384,0.0106
2021-01-27,6109.167969,11948.0,387.0,0.9442,1.07,0.0,0.0,0.0,64.35,0.7708,-29.3101,0.0,308003.0,62318.0,308003.0,4556.66666666667,0.0,0.0038,0.0387,0.0107
2021-01-28,5979.387207,13695.0,476.0,0.944,1.07,0.0,0.0,0.0,64.35,0.772,-28.905,0.0,373786.0,65783.0,368318.0,5468.0,0.0,0.0038,0.0388,0.0108
2021-01-29,5862.352051,13802.0,187.0,0.9439,1.06,0.0,0.0,0.0,64.35,0.7733,-28.5462,0.0,416299.0,42513.0,405012.0,11287.0,0.0,0.0038,0.0385,0.0108
2021-02-01,6067.544922,10994.0,279.0,0.9439,1.0,0.0,0.0,0.0,69.91,0.7776,-27.8905,0.0,574938.0,59257.0,539532.0,35406.0,0.0,0.0031,0.0364,0.0103
2021-02-02,6043.84082,10379.0,304.0,0.9439,0.97,0.0,0.0,0.0,69.91,0.7788,-27.8154,0.0,648259.0,73321.0,596260.0,51999.0,0.0,0.0029,0.0359,0.0101
2021-02-03,6077.745117,11984.0,189.0,0.944,0.95,0.0,0.0,0.0,69.91,0.7799,-27.7878,0.0,717647.0,69388.0,646026.0,71621.0,0.0,0.0029,0.0356,0.01
2021-02-04,6107.21582,11434.0,231.0,0.944,0.94,0.0,0.0,0.0,69.91,0.7809,-27.7893,0.0,796819.0,79172.0,700266.0,96553.0,0.0,0.0029,0.0357,0.01
2021-02-05,6151.729004,11749.0,201.0,0.944,0.93,0.0,0.0,0.0,69.91,0.7818,-27.8058,0.0,865609.0,68790.0,744884.0,120725.0,62223.3064888128,0.0028,0.0356,0.01
2021-02-08,6208.866211,8242.0,207.0,0.9446,0.87,0.0,0.0,0.0,68.06,0.7844,-27.8874,0.0,985855.0,62406.0,814585.0,171270.0,76345.6401183456,0.0027,0.0338,0.0104
2021-02-09,6181.671875,8700.0,213.0,0.9449,0.84,0.0,0.0,0.0,68.06,0.785,-27.9201,0.0,1066860.0,81005.0,845407.0,221453.0,115813.129202303,0.0027,0.0329,0.0105
2021-02-10,6201.828125,8776.0,191.0,0.9451,0.83,0.0,0.0,0.0,68.06,0.7855,-27.9567,0.0,1248797.0,181937.0,969546.0,279251.0,145189.129306619,0.0029,0.0318,0.0104
2021-02-11,6222.520996,8435.0,214.0,0.9454,0.83,0.0,0.0,0.0,68.06,0.7858,-27.9958,0.0,1362791.0,113994.0,1017186.0,345605.0,173620.937873837,0.003,0.0302,0.0103
2021-02-15,6270.324219,6462.0,184.0,0.9469,0.88,0.0,0.0,0.0,68.06,0.7863,-27.9938,0.0,1578720.0,84395.0,1096095.0,482625.0,255613.711871723,0.0029,0.0317,0.0102
2021-02-16,6292.395996,10029.0,229.0,0.9474,0.93,0.0,0.0,0.0,68.06,0.786,-27.9081,0.0,1658110.0,79390.0,1120963.0,537147.0,283925.011419788,0.0028,0.0328,0.0102
2021-02-17,6227.728027,9687.0,192.0,0.9479,0.95,0.0,0.0,0.0,68.06,0.7854,-27.7774,0.0,1747267.0,89157.0,1149939.0,597328.0,308761.778683026,0.0027,0.0334,0.0103
2021-02-18,6200.308105,9039.0,181.0,0.9485,0.95,0.0,0.0,0.0,68.06,0.7845,-27.6002,0.0,1787976.0,40709.0,1164144.0,623832.0,335831.389589228,0.0026,0.0342,0.0105
2021-02-19,6231.932129,10614.0,183.0,0.9487,0.96,0.0,0.0,0.0,68.06,0.7834,-27.3763,0.0,0.0,0.0,1194117.5,678233.0,358098.939357165,0.0026,0.0366,0.0111
2021-02-22,6255.312012,10180.0,202.0,0.9508,0.97,0.0,0.0,0.0,68.06,0.7798,-26.4296,0.0,0.0,0.0,1254633.66666667,770855.333333333,392884.686956227,0.0031,0.0369,0.0114
2021-02-23,6272.807129,9775.0,323.0,0.9516,0.94,0.0,0.0,0.0,68.06,0.7789,-26.0234,0.0,2059871.0,0.0,1269905.0,789966.0,408267.053242197,0.0033,0.0364,0.0114
2021-02-24,6251.054199,7533.0,240.0,0.9524,0.9,0.0,0.0,0.0,68.06,0.7781,-25.5832,0.0,2188788.0,128917.0,1363138.0,825650.0,470221.227804974,0.0035,0.0358,0.0113
2021-02-25,6289.645996,8493.0,264.0,0.9532,0.88,0.0,0.0,0.0,68.06,0.7776,-25.128,0.0,2315665.0,126877.0,1461920.0,853745.0,493996.970127456,0.0035,0.0356,0.0112
2021-02-26,6241.795898,8232.0,268.0,0.9537,0.85,0.0,0.0,0.0,68.06,0.7774,-24.6829,0.0,2449451.0,133786.0,1583581.0,865870.0,504761.931544247,0.0035,0.035,0.0112
2021-03-01,6338.513184,6680.0,159.0,0.9564,0.83,0.0,0.0,0.0,71.76,0.7774,-23.6715,0.0,0.0,0.0,1829890.5,1026865.0,538899.399460934,0.0032,0.0341,0.0115
2021-03-02,6359.205078,5712.0,193.0,0.9575,0.83,0.0,0.0,0.0,71.76,0.7775,-23.4878,0.0,3023348.0,0.0,1968057.0,1055291.0,556831.533016719,0.003,0.0341,0.0118
2021-03-03,6376.756836,6808.0,203.0,0.9586,0.85,0.0,0.0,0.0,71.76,0.7774,-23.3762,0.0,3386351.0,363003.0,2286123.0,1100228.0,584002.767904528,0.0028,0.0341,0.0122
2021-03-04,6290.798828,7264.0,176.0,0.9597,0.86,0.0,0.0,0.0,71.76,0.7777,-23.3286,0.0,0.0,0.0,2349869.0,1107382.5,593639.408943809,0.0027,0.0343,0.0124
2021-03-05,6258.749023,6971.0,129.0,0.9602,0.87,0.0,0.0,0.0,71.76,0.7781,-23.3373,0.0,3528152.0,0.0,2413615.0,1114537.0,611145.651007689,0.0028,0.0346,0.0126
2021-03-08,6248.464844,6894.0,281.0,0.9636,0.89,0.0,0.0,0.0,71.76,0.7766,-23.6054,0.0,0.0,0.0,3117404.0,1176817.33333333,669471.445984431,0.003,0.0346,0.0123
2021-03-09,6199.646973,6389.0,210.0,0.9649,0.88,0.0,0.0,0.0,71.76,0.775,-23.7125,0.0,0.0,0.0,3346051.0,1219847.66666667,686229.829535283,0.003,0.0345,0.0122
2021-03-10,6264.679199,5633.0,175.0,0.9662,0.85,0.0,0.0,0.0,71.76,0.7735,-23.7863,0.0,4837576.0,0.0,3574698.0,1262878.0,741896.619838819,0.0031,0.035,0.0122
2021-03-12,6358.208984,6412.0,180.0,0.9683,0.86,0.0,0.0,0.0,71.76,0.7712,-23.7597,0.0,5108536.0,116862.0,3769174.0,1339362.0,859684.733191625,0.003,0.0353,0.0126
2021-03-15,6324.258789,5589.0,147.0,0.9722,0.92,0.0,0.0,0.0,71.76,0.7687,-23.3145,0.0,5739648.0,259302.0,4166862.0,1572786.0,995579.173717873,0.0032,0.0373,0.0137
2021-03-16,6309.699219,5414.0,180.0,0.9737,0.94,47064.0,0.0,0.0,71.76,0.7678,-23.1157,0.0,6185700.0,446052.0,4468951.0,1716749.0,1073682.37229377,0.0035,0.0377,0.0138
2021-03-17,6277.228027,6825.0,162.0,0.9753,0.97,58752.0,0.0,0.0,71.76,0.7673,-22.9128,0.0,6581388.0,395688.0,4705248.0,1876140.0,1235132.69381726,0.0036,0.0379,0.014
2021-03-18,6347.829102,6570.0,227.0,0.9769,0.97,35943.0,0.0,0.0,71.76,0.7668,-22.7169,0.0,6787283.0,205895.0,4838752.0,1948531.0,1270932.6231926,0.0037,0.0379,0.0139
2021-03-19,6356.160156,6279.0,197.0,0.9777,0.96,45963.0,0.0,0.0,71.76,0.7668,-22.5379,0.0,7027463.0,240180.0,4959063.0,2068400.0,1306205.35048636,0.0037,0.0378,0.0138
2021-03-22,6301.130859,5744.0,161.0,0.9821,0.94,37582.0,0.1384,7.2,71.76,0.7693,-22.1631,0.0,7879881.0,44524.0,5567280.0,2312601.0,1666859.71551814,0.0034,0.0368,0.0137
2021-03-23,6252.711914,5297.0,154.0,0.9839,0.93,50125.0,0.1366,7.3,71.76,0.77,-22.083,0.0,8226632.0,346751.0,5732210.0,2494422.0,1782723.70068731,0.0031,0.0366,0.0137
2021-03-24,6156.140137,5227.0,118.0,0.9856,0.92,49788.0,0.1353,7.4,71.76,0.7706,-22.013,0.0,8687796.0,461164.0,5978251.0,2709545.0,1901828.94167692,0.0031,0.0361,0.0137
2021-03-25,6122.875977,6107.0,98.0,0.9874,0.91,53162.0,0.1262,7.9,71.76,0.7711,-21.9531,0.0,9330853.0,643057.0,6389837.0,2941016.0,1976276.16317054,0.0033,0.0362,0.0138
2021-03-26,6195.562012,4982.0,85.0,0.9883,0.91,51619.0,0.1198,8.4,71.76,0.7718,-21.9098,0.0,10117812.0,786959.0,6969201.0,3148611.0,2034370.55162306,0.0034,0.0364,0.0139
2021-03-29,6166.817871,5008.0,132.0,0.9932,0.94,39042.0,0.1098,9.1,71.76,0.7732,-21.957,0.0,10707915.0,218258.0,7394421.0,3313494.0,2241422.72581594,0.0038,0.0377,0.0144
2021-03-30,6071.441895,4682.0,173.0,0.9951,0.96,48287.0,0.1085,9.2,71.76,0.7731,-22.0306,0.0,11229846.0,521931.0,7729582.0,3500264.0,2399188.11818537,0.004,0.038,0.0146
2021-03-31,5985.521973,5937.0,104.0,0.9971,0.98,45714.0,0.1122,8.9,71.76,0.7727,-22.1199,0.0,11805314.0,575468.0,8095717.0,3709597.0,2526748.43527737,0.0038,0.038,0.0148
2021-04-01,6011.456055,6142.0,196.0,0.999,0.99,54766.0,0.1117,9.0,71.76,0.7719,-22.1199,0.0,12200266.0,394952.0,8349475.0,3850791.0,2606818.48206577,0.0037,0.039,0.0151
2021-04-05,5970.286133,3712.0,146.0,1.0052,0.95,38347.0,0.1236,8.1,71.76,0.769,-20.495,0.0,13046407.0,402824.0,8838081.0,4208326.0,2986312.55337002,0.0036,0.0351,0.0152
2021-04-06,6002.77002,4549.0,162.0,1.0074,0.94,49759.0,0.1225,8.2,71.76,0.7683,-20.3359,0.0,13353717.0,307310.0,8975366.0,4378351.0,3073935.13305039,0.0036,0.0343,0.0152
2021-04-07,6036.616211,4860.0,87.0,1.0095,0.95,53457.0,0.1159,8.6,71.76,0.7677,-20.3534,0.0,13735337.0,381620.0,9187757.0,4547580.0,3205136.2430388,0.0037,0.034,0.0153
2021-04-08,6071.724121,5504.0,163.0,1.0116,0.96,54253.0,0.114,8.8,71.76,0.7672,-20.5768,0.0,13975000.0,239663.0,9309809.0,4665191.0,3409662.31777638,0.0037,0.0327,0.0151
2021-04-09,6070.208984,5265.0,121.0,1.0126,0.97,48180.0,0.1114,9.0,71.76,0.7671,-21.0277,0.0,14727509.0,752509.0,9784278.0,4943231.0,3716962.81522016,0.0037,0.032,0.0149
2021-04-12,5948.568848,4829.0,126.0,1.0182,1.01,34434.0,0.1076,9.3,71.76,0.7677,-23.6122,0.0,15572530.0,426965.0,10261791.0,5310739.0,3950791.09949722,0.0038,0.0341,0.0153
2021-04-13,5927.435059,5702.0,126.0,1.0204,1.04,50641.0,0.1109,9.0,71.76,0.7678,-24.6424,0.0,15805960.0,233430.0,10373963.0,5431997.0,4157152.63919443,0.0039,0.0343,0.0153
2021-04-14,6050.275879,5656.0,124.0,1.0226,1.04,44286.0,0.1169,8.6,71.76,0.7677,-25.5633,0.0,16046363.0,240403.0,10477506.0,5568857.0,4341317.29242446,0.004,0.0342,0.0153
2021-04-15,6079.500977,6177.0,167.0,1.0249,1.03,48728.0,0.1212,8.2,71.76,0.7681,-26.289,0.0,16309777.0,263414.0,10596373.0,5713404.0,4448950.10179551,0.0041,0.0343,0.0154
2021-04-16,6086.257813,5363.0,123.0,1.026,1.02,50098.0,0.1208,8.3,71.76,0.7684,-26.7811,0.0,16526130.0,216353.0,10706184.0,5819946.0,4486292.1452881,0.0041,0.0344,0.0154
2021-04-19,6052.540039,4952.0,143.0,1.0318,1.02,37267.0,0.122,8.2,71.76,0.7676,-26.9212,0.0,17017666.0,278326.0,10966934.0,6050732.0,4725089.72971815,0.0048,0.034,0.0153
2021-04-20,6038.321777,5549.0,210.0,1.0341,1.03,48107.0,0.1225,8.2,71.76,0.7673,-26.6072,0.0,17233178.0,215512.0,11101291.0,6131887.0,4797272.06413234,0.0048,0.034,0.0153
2021-04-21,5993.242188,5720.0,230.0,1.0364,1.02,47048.0,0.1216,8.2,71.76,0.767,-26.16,0.0,17591216.0,358038.0,11269213.0,6322003.0,4912399.44953651,0.0049,0.0338,0.0153
2021-04-22,5994.184082,6243.0,165.0,1.0387,1.01,55681.0,0.1191,8.4,71.76,0.7666,-25.6061,0.0,17920908.0,329692.0,11432711.0,6488197.0,4973005.31642193,0.0049,0.0335,0.0153
2021-04-23,6016.86377,5436.0,174.0,1.0399,1.0,41559.0,0.1227,8.2,71.76,0.766,-24.9686,0.0,18265027.0,344119.0,11587879.0,6677148.0,5179703.06872751,0.0049,0.0337,0.0155
2021-04-26,5964.820801,5944.0,177.0,1.0458,1.0,36867.0,0.1244,8.0,71.76,0.765,-22.7485,0.0,18842883.0,286656.0,11844579.0,6998304.0,5429836.97231342,0.0046,0.0326,0.0152
